Epleny;A1;[[2,'all']]
Epleny;A3;[[12,'all'],[5,'all']]
Epleny;A4;[[0,'all'],[1,'all'],[6,'all']]
Epleny;A5;[[0,'all'],[3,'all']]
Epleny;A6;[[8,'all']]
Epleny;A7;[[7,'all']]
Epleny;Q2;[[12,'all'],[11,2,9],[2,12,18]]
Epleny;T2;[[13,'all']]
Epleny;T3;[[4,'all']]
Epleny;A4+Q7+A3;[[0,'all'],[1,'all'],[5,'all']]
Epleny;A4+Q7+Q2;[[0,'all'],[1,'all'],[11,'all'],[2,12,18]]
Epleny;A7+Q3+A1;[[7,0,6],[10,'all'],[2,12,18]]
